Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Randolph County, IN",18135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Randolph County, MO",29175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Randolph County, NC",37151,9,7.3
HIV diagnoses,2022,"Randolph County, WV",54083,0,0
HIV diagnoses,2022,"Rankin County, MS",28121,22,16.3
HIV diagnoses,2022,"Ransom County, ND",38073,0,0
HIV diagnoses,2022,"Rapides Parish, LA",22079,28,26.8
HIV diagnoses,2022,"Rappahannock County, VA",51157,0,0
HIV diagnoses,2022,"Ravalli County, MT",30081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rawlins County, KS",20153,0,0
HIV diagnoses,2022,"Ray County, MO",29177,0,0
HIV diagnoses,2022,"Reagan County, TX",48383,0,0
HIV diagnoses,2022,"Real County, TX",48385,0,0
HIV diagnoses,2022,"Red Lake County, MN",27125,0,0
HIV diagnoses,2022,"Red River County, TX",48387,Data suppressed,Data suppressed
HIV diagnoses,2022,"Red River Parish, LA",22081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Red Willow County, NE",31145,0,0
HIV diagnoses,2022,"Redwood County, MN",27127,0,0
HIV diagnoses,2022,"Reeves County, TX",48389,Data suppressed,Data suppressed
HIV diagnoses,2022,"Refugio County, TX",48391,0,0
HIV diagnoses,2022,"Reno County, KS",20155,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rensselaer County, NY",36083,6,4.3
HIV diagnoses,2022,"Renville County, MN",27129,0,0
HIV diagnoses,2022,"Renville County, ND",38075,0,0
HIV diagnoses,2022,"Republic County, KS",20157,0,0
HIV diagnoses,2022,"Reynolds County, MO",29179,0,0
HIV diagnoses,2022,"Rhea County, TN",47143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rice County, KS",20159,0,0
HIV diagnoses,2022,"Rice County, MN",27131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rich County, UT",49033,0,0
HIV diagnoses,2022,"Richardson County, NE",31147,0,0
HIV diagnoses,2022,"Richland County, IL",17159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Richland County, MT",30083,0,0
HIV diagnoses,2022,"Richland County, ND",38077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Richland County, OH",39139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Richland County, SC",45079,100,27.9
HIV diagnoses,2022,"Richland County, WI",55103,0,0
HIV diagnoses,2022,"Richland Parish, LA",22083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Richmond City, VA",51760,76,38.4
HIV diagnoses,2022,"Richmond County, GA",13245,70,40.5
HIV diagnoses,2022,"Richmond County, NC",37153,12,33.7
HIV diagnoses,2022,"Richmond County, NY",36085,33,7.9
HIV diagnoses,2022,"Richmond County, VA",51159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Riley County, KS",20161,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rincón Municipio, PR",72117,0,0
HIV diagnoses,2022,"Ringgold County, IA",19159,0,0
HIV diagnoses,2022,"Rio Arriba County, NM",35039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rio Blanco County, CO",08103,0,0
HIV diagnoses,2022,"Rio Grande County, CO",08105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ripley County, IN",18137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ripley County, MO",29181,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ritchie County, WV",54085,0,0
HIV diagnoses,2022,"Riverside County, CA",06065,320,15.5
HIV diagnoses,2022,"Roane County, TN",47145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Roane County, WV",54087,0,0
HIV diagnoses,2022,"Roanoke City, VA",51770,12,14.7
HIV diagnoses,2022,"Roanoke County, VA",51161,Data suppressed,Data suppressed
HIV diagnoses,2022,"Roberts County, SD",46109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Roberts County, TX",48393,0,0
HIV diagnoses,2022,"Robertson County, KY",21201,0,0
HIV diagnoses,2022,"Robertson County, TN",47147,0,0
HIV diagnoses,2022,"Robertson County, TX",48395,Data suppressed,Data suppressed
HIV diagnoses,2022,"Robeson County, NC",37155,31,32.6
HIV diagnoses,2022,"Rock County, MN",27133,0,0
HIV diagnoses,2022,"Rock County, NE",31149,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rock County, WI",55105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rock Island County, IL",17161,10,8.4
HIV diagnoses,2022,"Rockbridge County, VA",51163,0,0
HIV diagnoses,2022,"Rockcastle County, KY",21203,0,0
HIV diagnoses,2022,"Rockdale County, GA",13247,30,37.6
HIV diagnoses,2022,"Rockingham County, NC",37157,7,8.9
HIV diagnoses,2022,"Rockingham County, NH",33015,6,2.1
HIV diagnoses,2022,"Rockingham County, VA",51165,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rockland County, NY",36087,13,4.9
HIV diagnoses,2022,"Rockwall County, TX",48397,8,7.9
HIV diagnoses,2022,"Roger Mills County, OK",40129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rogers County, OK",40131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rolette County, ND",38079,0,0
HIV diagnoses,2022,"Rooks County, KS",20163,0,0
HIV diagnoses,2022,"Roosevelt County, MT",30085,0,0
HIV diagnoses,2022,"Roosevelt County, NM",35041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Roscommon County, MI",26143,0,0
HIV diagnoses,2022,"Roseau County, MN",27135,0,0
HIV diagnoses,2022,"Rosebud County, MT",30087,0,0
HIV diagnoses,2022,"Ross County, OH",39141,Data suppressed,Data suppressed
HIV diagnoses,2022,"Routt County, CO",08107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rowan County, KY",21205,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rowan County, NC",37159,25,19.7
HIV diagnoses,2022,"Runnels County, TX",48399,0,0
HIV diagnoses,2022,"Rush County, IN",18139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rush County, KS",20165,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rusk County, TX",48401,9,20.3
HIV diagnoses,2022,"Rusk County, WI",55107,0,0
HIV diagnoses,2022,"Russell County, AL",01113,22,45.6
HIV diagnoses,2022,"Russell County, KS",20167,0,0
HIV diagnoses,2022,"Russell County, KY",21207,Data suppressed,Data suppressed
HIV diagnoses,2022,"Russell County, VA",51167,Data suppressed,Data suppressed
HIV diagnoses,2022,"Rutherford County, NC",37161,0,0
HIV diagnoses,2022,"Rutherford County, TN",47149,40,13.4
HIV diagnoses,2022,"Rutland County, VT",50021,0,0
HIV diagnoses,2022,"Río Grande Municipio, PR",72119,5,12.2
HIV diagnoses,2022,"Sabana Grande Municipio, PR",72121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sabine County, TX",48403,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sabine Parish, LA",22085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sac County, IA",19161,0,0
HIV diagnoses,2022,"Sacramento County, CA",06067,192,14.4
HIV diagnoses,2022,"Sagadahoc County, ME",23023,0,0
HIV diagnoses,2022,"Saginaw County, MI",26145,7,4.4
HIV diagnoses,2022,"Saguache County, CO",08109,0,0
HIV diagnoses,2022,"Salem City, VA",51775,Data suppressed,Data suppressed
HIV diagnoses,2022,"Salem County, NJ",34033,6,10.9
HIV diagnoses,2022,"Salinas Municipio, PR",72123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Saline County, AR",05125,10,9.3
HIV diagnoses,2022,"Saline County, IL",17165,0,0
HIV diagnoses,2022,"Saline County, KS",20169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Saline County, MO",29195,0,0
HIV diagnoses,2022,"Saline County, NE",31151,0,0
HIV diagnoses,2022,"Salt Lake County, UT",49035,101,10.3
HIV diagnoses,2022,"Saluda County, SC",45081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sampson County, NC",37163,9,18.4
HIV diagnoses,2022,"San Augustine County, TX",48405,Data suppressed,Data suppressed
HIV diagnoses,2022,"San Benito County, CA",06069,Data suppressed,Data suppressed
HIV diagnoses,2022,"San Bernardino County, CA",06071,293,16.2
HIV diagnoses,2022,"San Diego County, CA",06073,408,14.6
HIV diagnoses,2022,"San Francisco County, CA",06075,208,28.6
HIV diagnoses,2022,"San Germán Municipio, PR",72125,0,0
HIV diagnoses,2022,"San Jacinto County, TX",48407,Data suppressed,Data suppressed
HIV diagnoses,2022,"San Joaquin County, CA",06077,99,15.3
HIV diagnoses,2022,"San Juan County, CO",08111,0,0
HIV diagnoses,2022,"San Juan County, NM",35045,7,7
HIV diagnoses,2022,"San Juan County, UT",49037,Data suppressed,Data suppressed
HIV diagnoses,2022,"San Juan County, WA",53055,0,0
HIV diagnoses,2022,"San Juan Municipio, PR",72127,103,34.5
HIV diagnoses,2022,"San Lorenzo Municipio, PR",72129,Data suppressed,Data suppressed
HIV diagnoses,2022,"San Luis Obispo County, CA",06079,12,4.8
HIV diagnoses,2022,"San Mateo County, CA",06081,62,9.9
HIV diagnoses,2022,"San Miguel County, CO",08113,0,0
HIV diagnoses,2022,"San Miguel County, NM",35047,0,0
HIV diagnoses,2022,"San Patricio County, TX",48409,9,15.7
HIV diagnoses,2022,"San Saba County, TX",48411,0,0
HIV diagnoses,2022,"San Sebastián Municipio, PR",72131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sanborn County, SD",46111,0,0
HIV diagnoses,2022,"Sanders County, MT",30089,0,0
HIV diagnoses,2022,"Sandoval County, NM",35043,6,4.6
HIV diagnoses,2022,"Sandusky County, OH",39143,0,0
HIV diagnoses,2022,"Sangamon County, IL",17167,13,7.9
HIV diagnoses,2022,"Sanilac County, MI",26151,0,0
HIV diagnoses,2022,"Sanpete County, UT",49039,0,0
HIV diagnoses,2022,"Santa Barbara County, CA",06083,31,8.3
HIV diagnoses,2022,"Santa Clara County, CA",06085,162,10.1
HIV diagnoses,2022,"Santa Cruz County, AZ",04023,7,17.4
HIV diagnoses,2022,"Santa Cruz County, CA",06087,20,8.7
HIV diagnoses,2022,"Santa Fe County, NM",35049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Santa Isabel Municipio, PR",72133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Santa Rosa County, FL",12113,12,7.1
HIV diagnoses,2022,"Sarasota County, FL",12115,34,8.1
HIV diagnoses,2022,"Saratoga County, NY",36091,8,3.9
HIV diagnoses,2022,"Sargent County, ND",38081,0,0
HIV diagnoses,2022,"Sarpy County, NE",31153,7,4.4
HIV diagnoses,2022,"Sauk County, WI",55111,5,9
HIV diagnoses,2022,"Saunders County, NE",31155,0,0
HIV diagnoses,2022,"Sawyer County, WI",55113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Schenectady County, NY",36093,12,8.9
HIV diagnoses,2022,"Schleicher County, TX",48413,0,0
HIV diagnoses,2022,"Schley County, GA",13249,Data suppressed,Data suppressed
HIV diagnoses,2022,"Schoharie County, NY",36095,0,0
HIV diagnoses,2022,"Schoolcraft County, MI",26153,0,0
HIV diagnoses,2022,"Schuyler County, IL",17169,0,0
HIV diagnoses,2022,"Schuyler County, MO",29197,0,0
HIV diagnoses,2022,"Schuyler County, NY",36097,0,0
HIV diagnoses,2022,"Schuylkill County, PA",42107,9,7.3
HIV diagnoses,2022,"Scioto County, OH",39145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Scotland County, MO",29199,0,0
HIV diagnoses,2022,"Scotland County, NC",37165,7,24.3
HIV diagnoses,2022,"Scott County, AR",05127,0,0
HIV diagnoses,2022,"Scott County, IA",19163,8,5.5
HIV diagnoses,2022,"Scott County, IL",17171,0,0
HIV diagnoses,2022,"Scott County, IN",18143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Scott County, KS",20171,0,0
HIV diagnoses,2022,"Scott County, KY",21209,Data suppressed,Data suppressed
HIV diagnoses,2022,"Scott County, MN",27139,7,5.5
HIV diagnoses,2022,"Scott County, MO",29201,Data suppressed,Data suppressed
HIV diagnoses,2022,"Scott County, MS",28123,9,41
HIV diagnoses,2022,"Scott County, TN",47151,0,0
HIV diagnoses,2022,"Scott County, VA",51169,0,0
HIV diagnoses,2022,"Scotts Bluff County, NE",31157,Data suppressed,Data suppressed
HIV diagnoses,2022,"Screven County, GA",13251,Data suppressed,Data suppressed
HIV diagnoses,2022,"Scurry County, TX",48415,Data suppressed,Data suppressed
HIV diagnoses,2022,"Searcy County, AR",05129,0,0
HIV diagnoses,2022,"Sebastian County, AR",05131,14,13
HIV diagnoses,2022,"Sedgwick County, CO",08115,0,0
HIV diagnoses,2022,"Sedgwick County, KS",20173,26,6
HIV diagnoses,2022,"Seminole County, FL",12117,62,15.1
HIV diagnoses,2022,"Seminole County, GA",13253,Data suppressed,Data suppressed
HIV diagnoses,2022,"Seminole County, OK",40133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Seneca County, NY",36099,0,0
HIV diagnoses,2022,"Seneca County, OH",39147,0,0
HIV diagnoses,2022,"Sequatchie County, TN",47153,0,0
HIV diagnoses,2022,"Sequoyah County, OK",40135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sevier County, AR",05133,0,0
HIV diagnoses,2022,"Sevier County, TN",47155,10,11.8
HIV diagnoses,2022,"Sevier County, UT",49041,0,0
HIV diagnoses,2022,"Seward County, KS",20175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Seward County, NE",31159,0,0
HIV diagnoses,2022,"Shackelford County, TX",48417,0,0
HIV diagnoses,2022,"Shannon County, MO",29203,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sharkey County, MS",28125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sharp County, AR",05135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shasta County, CA",06089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shawano County, WI",55115,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shawnee County, KS",20177,18,12.1
HIV diagnoses,2022,"Sheboygan County, WI",55117,5,5
HIV diagnoses,2022,"Shelby County, AL",01117,11,5.7
HIV diagnoses,2022,"Shelby County, IA",19165,0,0
HIV diagnoses,2022,"Shelby County, IL",17173,0,0
HIV diagnoses,2022,"Shelby County, IN",18145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shelby County, KY",21211,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shelby County, MO",29205,0,0
HIV diagnoses,2022,"Shelby County, OH",39149,0,0
HIV diagnoses,2022,"Shelby County, TN",47157,338,45.1
HIV diagnoses,2022,"Shelby County, TX",48419,0,0
HIV diagnoses,2022,"Shenandoah County, VA",51171,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sherburne County, MN",27141,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sheridan County, KS",20179,0,0
HIV diagnoses,2022,"Sheridan County, MT",30091,0,0
HIV diagnoses,2022,"Sheridan County, ND",38083,0,0
HIV diagnoses,2022,"Sheridan County, NE",31161,0,0
HIV diagnoses,2022,"Sheridan County, WY",56033,0,0
HIV diagnoses,2022,"Sherman County, KS",20181,0,0
HIV diagnoses,2022,"Sherman County, NE",31163,0,0
HIV diagnoses,2022,"Sherman County, OR",41055,0,0
HIV diagnoses,2022,"Sherman County, TX",48421,0,0
HIV diagnoses,2022,"Shiawassee County, MI",26155,Data suppressed,Data suppressed
HIV diagnoses,2022,"Shoshone County, ID",16079,0,0
HIV diagnoses,2022,"Sibley County, MN",27143,0,0
HIV diagnoses,2022,"Sierra County, CA",06091,0,0
HIV diagnoses,2022,"Sierra County, NM",35051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Silver Bow County, MT",30093,0,0
HIV diagnoses,2022,"Simpson County, KY",21213,0,0
HIV diagnoses,2022,"Simpson County, MS",28127,9,41.7
HIV diagnoses,2022,"Sioux County, IA",19167,0,0
HIV diagnoses,2022,"Sioux County, ND",38085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sioux County, NE",31165,0,0
HIV diagnoses,2022,"Siskiyou County, CA",06093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sitka City and Borough, AK",02220,Data suppressed,Data suppressed
HIV diagnoses,2022,"Skagit County, WA",53057,Data suppressed,Data suppressed
HIV diagnoses,2022,"Skagway Municipality, AK",02230,Data suppressed,Data suppressed
HIV diagnoses,2022,"Skamania County, WA",53059,0,0
HIV diagnoses,2022,"Slope County, ND",38087,0,0
HIV diagnoses,2022,"Smith County, KS",20183,0,0
HIV diagnoses,2022,"Smith County, MS",28129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Smith County, TN",47159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Smith County, TX",48423,25,12.5
HIV diagnoses,2022,"Smyth County, VA",51173,0,0
HIV diagnoses,2022,"Snohomish County, WA",53061,40,5.7
HIV diagnoses,2022,"Snyder County, PA",42109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Socorro County, NM",35053,0,0
HIV diagnoses,2022,"Solano County, CA",06095,69,18.2
HIV diagnoses,2022,"Somerset County, MD",24039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Somerset County, ME",23025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Somerset County, NJ",34035,24,8.1
HIV diagnoses,2022,"Somerset County, PA",42111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Somervell County, TX",48425,0,0
HIV diagnoses,2022,"Sonoma County, CA",06097,41,9.8
HIV diagnoses,2022,"South Central Connecticut Planning Region, CT",09170,49,10
HIV diagnoses,2022,"Southampton County, VA",51175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Southeast Fairbanks Census Area, AK",02240,Data suppressed,Data suppressed
HIV diagnoses,2022,"Southeastern Connecticut Planning Region, CT",09180,15,6.2
HIV diagnoses,2022,"Spalding County, GA",13255,6,10.4
HIV diagnoses,2022,"Spartanburg County, SC",45083,39,13.5
HIV diagnoses,2022,"Spencer County, IN",18147,0,0
HIV diagnoses,2022,"Spencer County, KY",21215,0,0
HIV diagnoses,2022,"Spink County, SD",46115,0,0
HIV diagnoses,2022,"Spokane County, WA",53063,31,6.7
HIV diagnoses,2022,"Spotsylvania County, VA",51177,9,7.4
HIV diagnoses,2022,"St. Bernard Parish, LA",22087,5,13.8
HIV diagnoses,2022,"St. Charles County, MO",29183,7,2
HIV diagnoses,2022,"St. Charles Parish, LA",22089,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Clair County, AL",01115,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Clair County, IL",17163,33,15.6
HIV diagnoses,2022,"St. Clair County, MI",26147,6,4.4
HIV diagnoses,2022,"St. Clair County, MO",29185,0,0
HIV diagnoses,2022,"St. Croix County, WI",55109,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Francis County, AR",05123,8,42.1
HIV diagnoses,2022,"St. Francois County, MO",29187,8,14
HIV diagnoses,2022,"St. Helena Parish, LA",22091,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. James Parish, LA",22093,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. John The Baptist Parish, LA",22095,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Johns County, FL",12109,17,6.5
HIV diagnoses,2022,"St. Joseph County, IN",18141,31,13.6
HIV diagnoses,2022,"St. Joseph County, MI",26149,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Landry Parish, LA",22097,19,28.7
HIV diagnoses,2022,"St. Lawrence County, NY",36089,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Louis City, MO",29510,71,28.7
HIV diagnoses,2022,"St. Louis County, MN",27137,6,3.5
HIV diagnoses,2022,"St. Louis County, MO",29189,130,15.5
HIV diagnoses,2022,"St. Lucie County, FL",12111,55,17.8
HIV diagnoses,2022,"St. Martin Parish, LA",22099,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Mary Parish, LA",22101,7,17.7
HIV diagnoses,2022,"St. Mary's County, MD",24037,Data suppressed,Data suppressed
HIV diagnoses,2022,"St. Tammany Parish, LA",22103,23,10.1
HIV diagnoses,2022,"Stafford County, KS",20185,0,0
HIV diagnoses,2022,"Stafford County, VA",51179,16,11.9
HIV diagnoses,2022,"Stanislaus County, CA",06099,56,12.5
HIV diagnoses,2022,"Stanley County, SD",46117,0,0
HIV diagnoses,2022,"Stanly County, NC",37167,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stanton County, KS",20187,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stanton County, NE",31167,0,0
HIV diagnoses,2022,"Stark County, IL",17175,0,0
HIV diagnoses,2022,"Stark County, ND",38089,0,0
HIV diagnoses,2022,"Stark County, OH",39151,27,8.5
HIV diagnoses,2022,"Starke County, IN",18149,0,0
HIV diagnoses,2022,"Starr County, TX",48427,Data suppressed,Data suppressed
HIV diagnoses,2022,"Staunton City, VA",51790,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ste. Genevieve County, MO",29186,0,0
HIV diagnoses,2022,"Stearns County, MN",27145,7,5.2
HIV diagnoses,2022,"Steele County, MN",27147,0,0
HIV diagnoses,2022,"Steele County, ND",38091,0,0
HIV diagnoses,2022,"Stephens County, GA",13257,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stephens County, OK",40137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stephens County, TX",48429,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stephenson County, IL",17177,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sterling County, TX",48431,0,0
HIV diagnoses,2022,"Steuben County, IN",18151,Data suppressed,Data suppressed
HIV diagnoses,2022,"Steuben County, NY",36101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stevens County, KS",20189,0,0
HIV diagnoses,2022,"Stevens County, MN",27149,0,0
HIV diagnoses,2022,"Stevens County, WA",53065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stewart County, GA",13259,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stewart County, TN",47161,0,0
HIV diagnoses,2022,"Stillwater County, MT",30095,0,0
HIV diagnoses,2022,"Stoddard County, MO",29207,0,0
HIV diagnoses,2022,"Stokes County, NC",37169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stone County, AR",05137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stone County, MO",29209,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stone County, MS",28131,0,0
HIV diagnoses,2022,"Stonewall County, TX",48433,0,0
HIV diagnoses,2022,"Storey County, NV",32029,0,0
HIV diagnoses,2022,"Story County, IA",19169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Strafford County, NH",33017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Stutsman County, ND",38093,0,0
HIV diagnoses,2022,"Sublette County, WY",56035,0,0
HIV diagnoses,2022,"Suffolk City, VA",51800,8,9.8
HIV diagnoses,2022,"Suffolk County, MA",25025,115,16.9
HIV diagnoses,2022,"Suffolk County, NY",36103,103,7.9
HIV diagnoses,2022,"Sullivan County, IN",18153,0,0
HIV diagnoses,2022,"Sullivan County, MO",29211,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sullivan County, NH",33019,0,0
HIV diagnoses,2022,"Sullivan County, NY",36105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sullivan County, PA",42113,0,0
HIV diagnoses,2022,"Sullivan County, TN",47163,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sully County, SD",46119,0,0
HIV diagnoses,2022,"Summers County, WV",54089,0,0
HIV diagnoses,2022,"Summit County, CO",08117,0,0
HIV diagnoses,2022,"Summit County, OH",39153,37,8.1
HIV diagnoses,2022,"Summit County, UT",49043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sumner County, KS",20191,0,0
HIV diagnoses,2022,"Sumner County, TN",47165,12,7
HIV diagnoses,2022,"Sumter County, AL",01119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sumter County, FL",12119,7,5.1
HIV diagnoses,2022,"Sumter County, GA",13261,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sumter County, SC",45085,24,27.8
HIV diagnoses,2022,"Sunflower County, MS",28133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Surry County, NC",37171,5,8.2
HIV diagnoses,2022,"Surry County, VA",51181,0,0
HIV diagnoses,2022,"Susquehanna County, PA",42115,0,0
HIV diagnoses,2022,"Sussex County, DE",10005,30,13.4
HIV diagnoses,2022,"Sussex County, NJ",34037,10,7.9
HIV diagnoses,2022,"Sussex County, VA",51183,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sutter County, CA",06101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Sutton County, TX",48435,0,0
HIV diagnoses,2022,"Suwannee County, FL",12121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Swain County, NC",37173,0,0
HIV diagnoses,2022,"Sweet Grass County, MT",30097,0,0
HIV diagnoses,2022,"Sweetwater County, WY",56037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Swift County, MN",27151,0,0
HIV diagnoses,2022,"Swisher County, TX",48437,Data suppressed,Data suppressed
HIV diagnoses,2022,"Switzerland County, IN",18155,0,0
HIV diagnoses,2022,"Talbot County, GA",13263,0,0
HIV diagnoses,2022,"Talbot County, MD",24041,0,0
HIV diagnoses,2022,"Taliaferro County, GA",13265,0,0
HIV diagnoses,2022,"Talladega County, AL",01121,9,13
HIV diagnoses,2022,"Tallahatchie County, MS",28135,0,0
HIV diagnoses,2022,"Tallapoosa County, AL",01123,8,22.7
HIV diagnoses,2022,"Tama County, IA",19171,0,0
HIV diagnoses,2022,"Taney County, MO",29213,5,10.3
HIV diagnoses,2022,"Tangipahoa Parish, LA",22105,13,11.5
HIV diagnoses,2022,"Taos County, NM",35055,0,0
HIV diagnoses,2022,"Tarrant County, TX",48439,321,18.1
HIV diagnoses,2022,"Tate County, MS",28137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tattnall County, GA",13267,9,43.6
HIV diagnoses,2022,"Taylor County, FL",12123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Taylor County, GA",13269,0,0
HIV diagnoses,2022,"Taylor County, IA",19173,0,0
HIV diagnoses,2022,"Taylor County, KY",21217,Data suppressed,Data suppressed
HIV diagnoses,2022,"Taylor County, TX",48441,25,20.9
HIV diagnoses,2022,"Taylor County, WI",55119,0,0
HIV diagnoses,2022,"Taylor County, WV",54091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tazewell County, IL",17179,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tazewell County, VA",51185,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tehama County, CA",06103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Telfair County, GA",13271,Data suppressed,Data suppressed
HIV diagnoses,2022,"Teller County, CO",08119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tensas Parish, LA",22107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Terrebonne Parish, LA",22109,14,16.2
HIV diagnoses,2022,"Terrell County, GA",13273,Data suppressed,Data suppressed
HIV diagnoses,2022,"Terrell County, TX",48443,0,0
HIV diagnoses,2022,"Terry County, TX",48445,0,0
HIV diagnoses,2022,"Teton County, ID",16081,0,0
HIV diagnoses,2022,"Teton County, MT",30099,0,0
HIV diagnoses,2022,"Teton County, WY",56039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Texas County, MO",29215,0,0
HIV diagnoses,2022,"Texas County, OK",40139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Thayer County, NE",31169,0,0
HIV diagnoses,2022,"Thomas County, GA",13275,6,15.8
HIV diagnoses,2022,"Thomas County, KS",20193,0,0
HIV diagnoses,2022,"Thomas County, NE",31171,0,0
HIV diagnoses,2022,"Throckmorton County, TX",48447,0,0
